text,label
"""Достар, қасиетті Рамазан айында өзгелердің ісін әшкерелеген дұрыс емес. Сондықтан мен үлкендігімді көрсетіп, Раим мен Артурдың түйінді мәселесін шешір беруді жөн деп таптым. Яғни ""Самая вышка"" трегінің авторлық құқығын жігіттерге сатып алып бермекпін. Бұл әннің заңды құқығы бар болғандықтан, клип біздің Youtube арнамыздан да, ""Гәкку"" арнасынан да өшірілмейді"", - деп мәлімдеді Нұртас Адамбай.",0
"«Ауыл шаруашылығы министрлігінің жүнді бастапқы өңдейтін кәсіпорындарының 15 мың тонна биязы және жартылай биязы жүн өңдеу мүмкіндігі жағдайында кәсіпорындардың жүктемесі 70%-ды құрап отыр. Талдау көрсеткендей, республикада жүнді бастапқы өңдейтін кәсіпорындар толықтай жүктеме алған жағдайда, биязы және жартылай биязы жүннің барлығын (15 мың тонна) өңдеп, отандық кәсіпорындар үшін де, шетелдік кәсіпорындар үшін де үлкен сұранысқа ие жуылған жүннің 5 мың тоннадан астамын (30%) өндіре алады», деп толықтырды сөзін Бақтыбай Қасымбеков.",0
"Ақмола облысының әкімі Сергей Кулагиннің «Ақмола облысының 2016 жылғы әлеуметтік-экономикалық дамуының қорытындылары және 2017 жылдың негізгі міндеттері туралы» есеп беру кездесуі Көкшетау мәдениет сарайында өтті. Кездесуге ҚР Білім және ғылым министрі Ерлан Сағадиев, ҚР Президенті Әкімшілігінің бас инспекторы Қалдыбек Байымбетов қатысты. С.Кулагин кездесу алдында өңірдегі ұйым, мекемелердің өткен жылғы жетістіктері қойылған көрмені аралап көрді. Көрмеде «Тыныс» АҚ өндірген Ресейдің авиациялық зауыты үшін ұшақ бөлшектері, өрт сөндіру құралдары, медициналық қондырғылар, полиэтилен құбырларына көпшілік қызығушылық танытты. Көрмеден соң әкім С.Кулагин мінбеге көтеріліп:",0
"Яндекс.Аудармашы — қытай тілінен орыс тіліне тілдерінде сөзді, сөйлемдерді, байланысты мәтіндерді және бүтін веб-беттерді аударатын мобильді және веб-қызмет. Аударма пайдалану мысалдарымен және транскрипциямен жүреді, сөздердің айтылуын есту мүмкіндігі бар. Сайт режимінде қызмет сіз көрсеткен мекенжай бетінің барлық мәтіндік мазмұнын аударады. Қытай және Орыс тілдерін ғана емес әрі 93 тіл біледі.",0
"Алуан түрлі мекемелердің, ұйымдардың әлеуметтік топтардың, индивидтердің, т.б. әр қайсысының өзіне тән, ерекше талап-тілегі, мұң-мұқтажы, мүддесі болғандықтан қоғам әр қилы “Әлеуметтік кеңістіктегі” күштердің жиынтығынан тұрады десек, қателеспеген болар едік. Сондықтан бұлардың әр қайсысы әлеуметтік өмірде әр түрлі орында, ортада, жағдайда болып, әлеуметтік ресурстарда (мысалы, экономикада, саясатта, өнерде, т.б.) теңсіздікте болады. Әлеуметтік ресурстардың негізгі бір түрі “құқықтық ресурс” деп аталады. Осыған байланысты әлеуметтанушы мынындай мәселеге ерекше назар аударуы мүмкін. Қандай кезеңдерде немесе жағдайларда болмасын, кейбір әлеуметтік жағдайы біршамиа жоғары және көптеген әлеуметтік ресурстармен қамтамасыз етілген жеке адамдар мен топтар әрекет, қызмет етіп отырған құқықтық ережелерді (нормаларды) шектеуге мүмкіншіліктері бар ма, қолданыстағы, яғни, олардың жұмысын біршама тоқтата ала ма немесе кейбір құқық ережесі (нормасы) басқа бір адамдардың, топтардың мұң-мұқтажына, талап-тілегіне қарсы тұрып, кедергі келтіре ала ма немесе қоғамда жоғары тұрған адам немесе топ бола ма, т.б.",0
"Ай Жерді айнала қозғалып жүргенде Жер мен Күннің ортасында болып, Күнді көлегейлесе Жерге Айдың көлеңкесі түседі. Бүл проссесті Күннің түтылуы дейді.Күннің тұтылуы бар-жоғы 2-3 минутқа созылып 1,5 жылда жаңа Ай туған кезде қайталанады.Ай толысқан кезде Жердің көлеңке жағына өткен уақытта Айға көлеңке түсіп, тіптен оның оның көрінбей қалатын уақыты да болады. Бұл процесті Айдың тұтылуы дейді.",0
"Өкініштісі, көшпенділерде жазу үрдісі кеңінен таралмаған. Дегенмен, қазақ халқының басына үйірілген қара бұлт көрші елдердің назарынан тыс қалмады. Олар барынша жазып үлгерді. Ол кезде де жағдай қазіргі сиқяты өрбіген. Мәселен, өзге елдер Қазақстандағы саяси ахуалды жазар кезде, Елбасының есімін атап, сол кісінің еңбегі екенін тілге тиек етеді. Сонымен қатар, оған жақын жүрген тағы да бірді-екілі кісілердің есімі аталып қалуы мүмкін. Ал, жергілікті деңгейдегі билік өкілін көршілер жазбайды. Белгісіз адам болып қала бермек. Сондықтан сол кездегі жазба деректер толық ақпарат бере алады. Дәуірінде тек ел ішінде емес, өзге мемлекеттерде де танымалдылығын арттырып үлгерген тұлға екенін анық дәлелдейді. Бұл қазақтарда мүлдем жазу үдірісі болмады деген сөз емес. Мәселен, қазақ хандары мен батырларының өздері жазып кеткен хаттары бар. Ресейдің шекаралық әкімшілігі және қалмақ өкілдерімен алмасқан хаттары күні бүгінге дейін сақтаулы. Орта Азиядағы билік өкілдерімен байланыс, тарихтың өзге тұстарында бедер беріп, деректермен нақтылай түсуге үлкен септігін тигізген.",0
"«Мемлекеттік статистика туралы» Қазақстан Республикасы Заңының 8-бабында көзделген жағдайларды қоспағанда, мемлекеттік статистика органдары, мемлекеттік статистика саласындағы уәкілетті орган ведомствосының ведомстволық бағыныстағы ұйымы лауазымды адамының респондентті сәйкестендіруге мүмкіндік беретін бастапқы статистикалық деректерді, статистикалық ақпаратты және (немесе) дерекқорларды жоғалтуы, сатуы, беруі немесе өзге де заңсыз жария етуі, егер бұл әрекеттерде қылмыстық жазаланатын іс-әрекет белгілері болмаса, -",0
"«Жалға берілетін, бірақ сатылмайтын пәтерлер болады. Жыл сайын осы құрылысты жүргізу үшін 25 млрд теңге қаржы бөлініп отыр. Нәтижесінде 3 мың пәтер салынады. Одан басқа 16-17 мың несиелік пәтер салынады. Оған квазимемлекеттік сектордағы «Самұрық Қазына» әл-ауқат қоры мен «Бәйтерек» холдингі жауапты. Оларда 277 млрд теңге қаржы тұр. Осы мекемелер арқылы 15 жылдың ішінде 280 мың пәтер пайдалануға беріледі. Бұл пәтерлер «Тұрғын үй жинақ банкі» арқылы үлестіріледі. Ақшасы 50%-ға жетпегендердің жеңілдетілген несиемен пәтер алуға мүмкіндігі бар», - деді ол.",0
"1752 жылы Америка ағартушысы, мемлекет қайраткері, ғалым Бенджамин Франклин өміріне төнген қауіпке қарамай, өзі жасаған батпырауығымен аты әйгілі найзағайды ұстау тәжірибесін жасады. Бұл тәжірибе – жай тартқыштың ойлап табылуынан дерек беретін-ді. Оның негізгі қағидасы металл таяқшадан (көбіресе мыс) жай тартқыш жасап, жайды тартып, жайдағы электрды жерге сіміріп, сол арқылы құрылыстарды жай түсуден сақтайды. Жай тартқыштардың жай тарту көлемі конус тәрізді. Оның жер беті радиусы жай тартқыштың жер бетінен биіктігімен қарайлас болады.",0
"Әлемдік доданы өткізу бойынша негізгі «жұмыс тобы» – футзалдан Ұлттық студенттік Лигаға келсек, оның негізі 5 жыл бұрын қаланып, мен оны 2 жылдан бері басқарып келемін. Бұл да әлемдік тәжірибеге сүйеніп жасалып, бұқаралық спорт – футзалды мақсат тұтып отыр. Лиганың негізі студенттік командалар. Бүгінде 72 команда бар, оның 12-сі қыздар командасы.",0
"ІІ.Үй тапсырмасын сұрау:«Диалогты оқыту»әдісін қолдандым. «Айналмалы бекеттер» әдісі бойынша оқушылар үй тапсырмасын сұрадым. Оқушыларүй тапсырмасы бойынша дайындап келген жұмыстарын қорғады.Абайдың «Он жетінші» қарасөзін оқып, түсіну арқылы оқушылар қайрат пен ақыл, жүрек үшеуінің айтысын талдап, өмір сүру үшін ненің жақсы, ненің жаман екенін қалай ажыратқаны жөн және нені басшылыққа алғаны дұрыс екеніне қорытынды жасады. Сұрақ-жауап арқылы өз пікірлерін білдірді.",0
"Ол «Канело» жаңа брендтің қолғабын алдымен басқа жекпе-жектерде пайдалануы тиіс. «Қалай болатынын көрсін, содан кейін комиссия шешім қабылдасын. Мұндай үлкен жекпе-жекке боксшы тексерістен өтпеген қолғабымен шығуды қалайтыны бұрын тарихта болған емес, меніңше. Головкин бұрын жұдырықтасқан, басқа боксшыларды нокаутқа жіберген қолғабымен шығады. Қолғап пен тейп мәселесінде бізге ешқашан артық сұрақ болған емес», - дейді промоутер.",0
17 жастағы ер адамның мүсінін Шығыс Қазақстандағы археологиялық қазба жұмыстары кезінде танымал археолог Зейнолла Самашев тапқан болатын. Ол біздің дәуірімізге дейінгі 8-7-ғасырларда өмір сүрген. Көрмеде алтын адамнан бөлек бағалы әшекей бұйымдар да қойылды. Игі шара Қазақстан халқы Ассамблеясының ғылыми-сарапшылық кеңесінің отырысы аясында ұйымдастырылды. Алқалы жиында биыл атқарылған қазба жұмыстарының нәтижесі қорытындыланды.,0
"Осы ретте елімізде тұңғыш рет аутикалық спектрі бұзылған және сал ауруына шалдыққан балалар үшін бір ай көлемінде әр сәрсенбіде «Kinopark 8 IMAX Saryarka» кинотеатрында мультфильмдер мен уәждемелік бейнероликтер тегін көрсетілімі ұйымдастырылатын болады. Монтажерлер жарықты, дыбыстық әсерлерді бәсеңдетіп, ыңғай үшін есікті ашып қояды. Бұдан бөлек, кинотеатрдың қызметкерлері мен балалардың ата-аналары үшін ерекше күтімдегі балалармен дұрыс қарым-қатынас орнатуға бағытталған тренингтер өткізілетін болады.",0
"Владимир Толикин (Алматы) жүзуді бірінші болып аяқтап, веложарысты бірінші бастап кетті. 1500 метр жолды 21 минут 06 секундта жүзіп өткен ол бірінші транзиттік зонаға өзімен артық 5 минут қоса алып келді. Жүзуді екінші болып «TEMIRADAМ» Кубогі көшбасшыларының бірі астаналық Мұрат Әубәкіров 26 минут 51 секундта аяқтады. Теңіз жағасына үшінші болып тағы бір астаналық спортшы Нариман Тұрлыбеков шықты. Содан соң жарыс көшін бастаған спортшылар үшін келесі кезең - веложарыс басталып кетті.",0
"Біздің сайтымыздың міндеті әрбір оқырманға түсінікті тілде оны ақшаның – төлем құралы, ақшаның – жинақтау құралы, ақшаның – инвестициялар ретінде қызықтыратыны туралы қолжетімді ақпарат, білім, түсінік пен ұсынымдар беру. Біз әлемнің ақшасы туралы немесе ұлттық валюта тарихынан ақпаратты ғана беріп қоймаймыз, ақшаның жаһандық тарихы, оның пайда болуы мен эволюциясы туралы да әңгімелейтін боламыз. Көп адам ғасырлар бойы ақшаның қалай өзгергені, оның әлемінің кеңейгені және тұтастай алғанда ақшаның тарих бетбұрысына қалай әсер еткені туралы білгісі келеді.",0
"Бірде шыдай алмай, ақырын тыңдадым. Телефоннан біреуге «жаным, сағындым» деген сөздерін есітіп қалдым. Оған қоса ағам іссапарға кеткенде «құрбыларыммен кафеге барып қайтамын» деп қызын маған қалдырып үш-төрт сағат жоқ болып кететінді шығарды. Үйге бір құшақ гүлмен оралады. Әрине, мен «гүлді кім сыйлады» деп сұрай алмаймын. Бірақ сол гүлдің тегін емес екенін ішім сезеді. Бірде жеңгемді біреудің машинамен әкеліп тастағанын терезеден көрдім. Сол көлікті кейін де байқадым. Соған қарап «жеңгем біреумен көңіл жарастырып жүр ме екен?!» деп ойлаймын.",0
"Жыл санап мүмкіншілігі шектеулі балаларға деген қоғамның көзқарасы өзгеріп келеді. Бұрынғыдай оларды бақытсыз адам ретінде қарамай, қоғамының белсенді мүшесі және өз тағдырына батыл сеніммен қарайтын адам ретінде қабылдауда. Осы орайда әлеуметтік қызметкерлердің міндеті – қоғамдағы мүмкіндігі шектеулі балалардың жанайқайын, яғни ауруының себеп – салдарын анықтап, оның бала ағзасының дамуы қандай бөгеттер жасап отырғандығын анықтау, мүмкіндігі шектеулі балалармен олардың отбасындағы қарым – қатынасын дамытып, дені сау балалармен аралас – құралас өсуіне жағдай туғызу, қоғам мен жеке адамдардың түсінігіне жарымжан балаларға әркез жәрдем беруге әзірлігін қамтамасыз етуге үйрету.",0
"Қазақстандағы конкурстың бірінші сатысы шеңберінде 10 финалшы іріктеліп алынады. FameLab конкурсының әр финалшысы адамдармен араласу және көпшіліктің алдында шығып сөйлеу машықтары бойынша коммуникациялар жөніндегі әлемдегі майталман мамандардың бірінен Астана қаласында өтетін мастер-класс түріндегі кепілді жүлдені иеленеді. Шеберлік сабағында олар жұртшылықпен өзара әрекеттесудің неліктен маңызды екенін біледі, презентация жасау мен бұқаралық ақпарат құралдарымен жұмыс істеу бойынша баға жетпес машықтарды үйренеді, сондай-ақ ғылыми зерттеудің түрлі бағыттарындағы ғалымдармен байланыс орнату мүмкіндігіне ие болады!",0
"Жай тартқыш қарапайым, әрі, жасауға оңай, орнатуға қолайлы және жайдан сақтанудағы кереметтігі арқылы тез жалпыласып, дүниеге кеңінен тарады. Кейін ғалымдар осызаманғы ғылыми-технология жетістіктерін пайдалана отырып, өнімділігі тіпті де жоғары жай тартқыштарды зерттеп жасады. Мысалы, радиоактивтік жай тартқыш және лазерлі жай тартқыш. Олар зарядталған бұлт қабатына зарядталған бөлшек немесе лазер шоғын жіберіп, атмосфера қабатындағы тарам-тарам электр жеткізу жолдарын қалыптастырып, барынша ырықты амалмен «аспандағы электр» мен «жердегі электрдің» қосылуын жүзеге асырады.",0
"2012 жылдан бері осы маңда мерекелік шаралар тым аз өтті. Ұмытпасақ, монументтің ашылу салтанатында үлкен концерт болды. Одан кейінгісі есімізде жоқ. Қазіргі күні еш кәдеге аспай тұр. Күні кеше осы аумаққа бар­дық­. Сырдарияның жағалауында орналас­қан соң, серуендеуге шығады жұрт. Әйтсе де, көз қызығатын көрнекіліктер жоқ. Әу баста стелла­ның төбесіне шығып, Қызылорданы жоғарыдан тамашалауға мүмкіндік бар-тын. Бүгінде есігі тарс жабылған. Тіпті, көптен ешкім бақылауға алмағанға ұқсайды. Себебі стелланың әйнектері шаңнан көрінбейді. Оны қоршап тұрған жарық шамдары сынып, бірі жанса, екіншісі істен шыққан. Тізе бүгетін орындықтарды да шөп басып кетіпті. Сонымен қатар «Сыр Ана» кешенінің алдындағы алаңқай да балаларға қауіп төндіріп тұр. Ашық алаңда орналасқан жарық бағаналарының түбі ашық-шашық. Іші толған тоқ сымдары. Алда-жалда бүлдіршін сол сымға қол тигізсе, не болмақ?",0
"«Қазақстандағы туризм стратегиясы аясында бірқатар аймақта қонақ үйлер салынып, әлемдік қонақ үй жобасы ашылады. Атап айтқанда, Шымкентте ағымдағы жылы «Риксос Хадиша» қонақ үйінің құрылысы басталды. Астанада 2017 ЭКСПО көрмесіне дейін елу қонақ үй салынады. Қазіргі таңда әлемде әр түрлі дәрежедегі 16 млн қонақ үй бар. Әрбір бесінші қонақ үй осылардың жүйесіне тиесілі»,- деді Туризм және индустрия комитетінің төрағасы Марат Иғалиев мәлімдеді.",0
"«Ол алдына мектепті беске бітіріп Суворовск училищесіне түсемін деген мақсат қойды. Ол бар өмірін жоспарлап қойған еді. Біз сабақтан қашып кететінбіз. Ол оқып отыратын. Ол бәріне өзі қол жеткізіп өсті. Өгей әкесі тәрбиеледі. Мамасы қатты аурды. Мектеп кезінде қайтыс болып кетті. Кейіннен сыныптастар әр тарапқа кетіп қалдық. Мен Олегпен желі арқылы сөйлесетінмін. Жаңалықтарды қоссам осыны айтып жатыр екен. Сыныптастар бір-бірімізге шұғыл түрде осы ақпаратты жеткіздік»,-дейді Пешковтың сыныптас досы.",0
"Өзің қалай ақша тауып жүрсің? Немесе өзің танитын адамдар қалай ақша тауып жүр? Әрине қазір адамдардың бәрі ақша табу деген әуелі ЖОО-да 4-5 жыл оқып, сосын мамандық бойыншы жұмыс іздеп, бір мекемеге жұмысқа тұрып, айлық алып, карьера жасау деп ойлайды. Мүмкін сен ақша табудың басқа ерекше әдістерін білетін шығарсың? Мысалы біреулер сауда жасайды, біреулер өзінің құдай берген қабілетін пайдаланады, біреу бизнес ашады деген сияқты.",0
"«Ел болашағы үшін айрықша маңызды осы құжаттың тағдырын біз шешуіміз керек. Әрі қарай не істеуіміз керек екендігіне бүгін қорытынды жасап, қашан Парламентке талқылауға түсетіндігін келісуіміз керек. Конституцияның 23 бабына өзгеріс енгізіледі. Бұл жерде айта кететін негізгі мәселе, осының барлығы Президенттегі өкілеттіктерді басқа тармақтарға беру болып отыр. Өздеріңіз де білесіздер, басқа елдерде, президенттің өкілеттігін жоғарылату үшін референдумдар өткізіп, конституциялық өзгерістер енгізіп жатыр. Бізде, керісінше. Себебі 25 жылдың ішінде президенттік басқару жүйесі өзінің алдына қойған халық алдындағы мақсатын орындады», – дейді Нұрсұлтан Назарбаев.",0
"- Өкінішке орай, денсаулық сақтау басқармасының ғимаратында ыңғайсыз жағдай орын алды, - деді Ораз Мұқашев. - Бас маманның міндетін атқарушы Нариман Шахмарданов пен № 3 қалалық аурухананың бас дәрігері Марлен Ахметов сөзге келіп қалған. Мемлекеттік қызметші ретінде Нариман Шахмардановқа қатысты қызметтік тергеу тағайындалды. Соның қорытындысына сәйкес облыс әкімдігі әдеп бойынша өкілеттінің қатысуымен әдеп кеңесіне шақырылады. Әрине, мемлекеттік қызмет әдебін бұзғаны үшін комиссия жұмысының қортындысы бойынша қатаң өндіріс қабылданады. Оның бұл ерсі қылығы мүлдем орынсыз. Кез келген жағдайда мемлекеттік қызмет нормасын бұзуға болмайды. Сондықтан Нариман Шахмарданов мемлекеттік органда жұмыс істемеуі тиіс.",0
"Жүктілік және зиянды әдеттер Болашақта ана болатын әйелдің зиянды әдеттерден аулақ болғаны жөн (жүктілікті алдын ала жоспарлаған сәттен бастап бұл іске кіріскені дұрыс). Бұны істеу әрине, оңай емес. Бірақ жүктілік кезінде көптеген әйелдердің болашақ сәбиінің дұрыс қалыптасуы үшін жауапкершілігі жоғары, сондықтан барлық күш-жігеріңізді жинап, мықты болуға тырысыңыз. Бүгінгі күні темекі …",0
"Жуырда Қарағанды мемлекеттік медицина университетінің қазақ тілі кафедрасының ұйымдастыруымен «Латын әліпбиіне көшу – қазақ тілінің жаңа белесі» атты облыстық семинар өтті. Семинар жұмысына Қарағанды облыстық Тілдерді дамыту басқармасының, облыстық ішкі саясат басқармасы және Қарағанды қаласының 6 жоғары оқу орнының өкілдері қатысты. – Елбасымыз Нұрсұлтан Назарбаевтың қазақ әліпбиін кириллицадан латын әліпбиіне көшіру туралы Жарлыққа қол қойғаны белгілі. Қазіргі қолданыстағы әліпбиді ...",0
"Атап өтетіні, тренер А.Ж.Несипбаева және пән оқытушылары сабақ мазмұның іріктеу бойынша үлкен даярлық жұмыс атқарды. Бастауыш сынып оқушыларына сабақтың мағыналық идеясын меңгерту «халық», «бірлік», «дәстүр», «әдет», «жомарттық», «қонақжайлық», «достық қолдау» және т.б. түсініктерді талдау арқылы жүзеге асырылды. Жоғары сынып оқушылары үшін оптика тақырыбы Абайдың қара сөздерінде берілген «жарық пен мейірімділік шағыстыратын көздер», «ұрыс пен жанжал себебі болатын көздер» тұжырымдарын талқылауына айналды. Нәтижесінде балалардың жауапты сезімдерін оятуға бағытталған әдеттегі сабақ үлкен эмоционалдық серпініске ие болды.",0
"Жаңа туындының алғысөзінде біздің өз жолымыз­бен – қазақстандық даму жолымен жүретінімізге назар аударған Елбасы: «Деректерді талдап, оқиғаларға объективті баға беруді үйрену ғана емес, тарихи үдерістерді болашақ тұрғысынан терең түсіну, өткенге қазіргі кезең тұрғысынан көз салу және болашақты ойлай отырып, өткенді ұмытпау – ортақ міндетіміз. Біз тарихтан өзімізге және еліміздің одан әрі дамуына қажетті тағылым ала білуге тиіспіз», – дейді.",0
"Мектеп партасында отырған баланың жан – жақты тәрбие алуына ең бірінші ықпал ететін ұстаз болса, оның сүйеушісі – ата-ана. Сондықтан ата-ана өз баласының білім алуына барынша жағдай жасауы тиіс, оқу үлгеріміне күнделікті назар аударып, қадағалап отыру керек. Өкінішке орай, кейбір ата-аналар бұған жеткілікті мән бермейді. Тіпті, кейде баласының қай сыныпта оқитынын, сабақтарының жетекшісін де білмей жататын үлкендер бар. Бала тәрбиесі - өте күрделі үрдіс және ешқандай үзіліс, демалыс дегенді білмейді.",0
